식품명,식품대분류명,대표식품명,영양성분함량기준량,에너지(kcal),단백질(g),지방(g),탄수화물(g),식품중량
피자_대만 콘 치즈 감자 피자 치즈버스트 오리지널 (L),빵 및 과자류,피자,100g,257,9,11.96,28.33,1210g
피자_대만감자 피자 (L),빵 및 과자류,피자,100g,235,9.68,,,1240g
피자_대새 피자 (L),빵 및 과자류,피자,100g,227,16.28,,,1036g
피자_대새 피자 (R),빵 및 과자류,피자,100g,231,15.38,,,620g
피자_대왕페퍼로니 피자 (L),빵 및 과자류,피자,100g,276,13.66,,,820g
피자_대왕햄 피자 (L),빵 및 과자류,피자,100g,297,13.51,,,890g
피자_달콤고구마 피자 (L),빵 및 과자류,피자,100g,165,7.32,,,1158g
피자_달콤구마 피자,빵 및 과자류,피자,100g,273,13.1,10.12,29.76,1347g
피자_달콤딥고구마 피자 밀도우 (L),빵 및 과자류,피자,100g,119,4.03,,,1250g
피자_달콤딥고구마 피자 밀도우 (R),빵 및 과자류,피자,100g,79,2.68,,,710g
피자_달콤딥고구마 피자 씬도우 (L),빵 및 과자류,피자,100g,119,4.04,,,1040g
피자_달콤딥고구마 피자 씬도우 (R),빵 및 과자류,피자,100g,79,2.69,,,610g
피자_달콤딥고구마밀도우(L),빵 및 과자류,피자,100g,119,4.03,,,1250g
피자_달콤딥고구마밀도우(R),빵 및 과자류,피자,100g,79,2.68,,,710g
피자_달콤딥고구마씬도우(L),빵 및 과자류,피자,100g,119,4.04,,,1040g
피자_달콤딥고구마씬도우(R),빵 및 과자류,피자,100g,79,2.69,,,610g
피자_달콤불고기 피자,빵 및 과자류,피자,100g,205,14.18,,23.4,1126g
피자_달콤옥수수 피자,빵 및 과자류,피자,100g,275,12.12,,,790g
피자_달콤한나의고구마피자(L),빵 및 과자류,피자,100g,240,8.97,,,1087g
피자_달콤호구마 (L),빵 및 과자류,피자,100g,252,11.71,,,890g
피자_달피자 피자 (L),빵 및 과자류,피자,100g,335,12.93,,,930g
피자_닭발 피자 (L),빵 및 과자류,피자,100g,253,13.64,,,932g
피자_닭발 피자 (XL),빵 및 과자류,피자,100g,295,15.89,,,932g
피자_닭발피자피자(R),빵 및 과자류,피자,100g,107,5.95,,,1608g
피자_짱감자팬(R),빵 및 과자류,피자,100g,231,10.79,,,651.8
피자_단호박피자 (R),빵 및 과자류,피자,100g,245,8.34,,,550g
피자_단호박피자 (XL),빵 및 과자류,피자,100g,245,8.32,,,1280g
피자_달 피자 (L),빵 및 과자류,피자,100g,333,12.61,,,950g
피자_달달고구마 피자 (L),빵 및 과자류,피자,100g,248,11.02,,,1016g
피자_달달고구마 피자 (M),빵 및 과자류,피자,100g,248,10.64,,,846g
피자_달달옥수수 피자 씬 (L),빵 및 과자류,피자,100g,350,12.11,,,457g
피자_달달허니(R),빵 및 과자류,피자,100g,228,9.23,,,625g
피자_달달허니(XL),빵 및 과자류,피자,100g,229,9.38,,,910g
피자_달짝핫도그 피자 밀도우 (L),빵 및 과자류,피자,100g,125,7.64,,,1120g
피자_달짝핫도그 피자 밀도우 (R),빵 및 과자류,피자,100g,92,5.6,,,650g
피자_달짝핫도그 피자 씬도우 (L),빵 및 과자류,피자,100g,129,7.86,,,880g
피자_달짝핫도그 피자 씬도우 (R),빵 및 과자류,피자,100g,86,5.24,,,595g
피자_달짝핫도그피자밀도우(L),빵 및 과자류,피자,100g,125,7.64,,,1120g
피자_달짝핫도그피자밀도우(R),빵 및 과자류,피자,100g,92,5.6,,,650g
피자_달짝핫도그피자씬도우(L),빵 및 과자류,피자,100g,129,7.86,,,880g
피자_달짝핫도그피자씬도우(R),빵 및 과자류,피자,100g,86,5.24,,,595g
피자_달콤 고구마 피자,빵 및 과자류,피자,100g,219,7.96,,,441g
피자_달콤 고구마 피자 (L),빵 및 과자류,피자,100g,247,9.28,,,778g
피자_달콤고구마 피자,빵 및 과자류,피자,100g,236,7.72,,,984g
케이크_초코생크림뉴욕롤,빵 및 과자류,케이크,100g,436,5.81,25.58,43.02,86g
피자_단호박 피자 라이스골드 (F),빵 및 과자류,피자,100g,254,14.2,,,1788g
피자_단호박 피자 라이스골드 (L),빵 및 과자류,피자,100g,267,13.95,,,1351g
피자_단호박 피자 라이스골드 (R),빵 및 과자류,피자,100g,273,14.56,,,757g
피자_단호박 피자 라이스바이트 (F),빵 및 과자류,피자,100g,262,13.29,,,1870g
피자_단호박 피자 라이스바이트 (L),빵 및 과자류,피자,100g,269,13.72,,,1431g
피자_단호박 피자 백미 (L),빵 및 과자류,피자,100g,192,7.33,,,921g
피자_단호박 피자 백미 (R),빵 및 과자류,피자,100g,194,6.46,,,567g
피자_단호박 피자 석쇠 (F),빵 및 과자류,피자,100g,257,13.35,,,1365g
피자_단호박 피자 석쇠 (L),빵 및 과자류,피자,100g,259,13.4,,,991g
피자_단호박 피자 석쇠 (R),빵 및 과자류,피자,100g,261,13.48,,,507g
피자_단호박 피자 치즈크러스트 (F),빵 및 과자류,피자,100g,258,14.05,,,1495g
피자_단호박 피자 치즈크러스트 (L),빵 및 과자류,피자,100g,267,14.55,,,1191g
피자_단호박 피자 치즈크러스트 (R),빵 및 과자류,피자,100g,274,15.12,,,677g
피자_단호박 피자 팬 (F),빵 및 과자류,피자,100g,264,13.73,,,1465g
피자_단호박 피자 팬 (L),빵 및 과자류,피자,100g,266,13.76,,,1051g
피자_단호박 피자 팬 (R),빵 및 과자류,피자,100g,267,13.78,,,537g
피자_단호박피자,빵 및 과자류,피자,100g,243,8.02,,,497g
피자_단호박피자 (L),빵 및 과자류,피자,100g,245,8.33,,,1010g
피자_뉴클리어 피자 (L),빵 및 과자류,피자,100g,245,11.09,,,1003g
피자_니가가라하와이 피자 (L),빵 및 과자류,피자,100g,263,12.9,,,744g
피자_니가가라하와이 피자 (M),빵 및 과자류,피자,100g,263,12.9,,,558g
피자_다넣었어 피자 (L),빵 및 과자류,피자,100g,93,3.76,,,1250g
피자_다이나믹고구마무스 피자 (L),빵 및 과자류,피자,100g,291,13,,,1345g
피자_단고통밀도우피자,빵 및 과자류,피자,100g,275,8.93,,,724g
피자_단짠반반 (L),빵 및 과자류,피자,100g,236,9.02,,,983g
피자_단짠반반 (R),빵 및 과자류,피자,100g,238,8.93,,,621g
피자_단짠반반 피자 (L),빵 및 과자류,피자,100g,263,9.57,,,979.3
피자_단짠반반 피자 (R),빵 및 과자류,피자,100g,269,9.95,,,613.1
피자_단짠콘후라이 피자 (L),빵 및 과자류,피자,100g,240,11.57,,,968g
피자_단짠콘후라이 피자 (M),빵 및 과자류,피자,100g,240,11.46,,,576g
피자_단호박 알픽,빵 및 과자류,피자,100g,296,8.59,,,200g
피자_단호박 피자 (L),빵 및 과자류,피자,100g,209,7.91,,,858g
피자_단호박 피자 (L),빵 및 과자류,피자,100g,223,7.9,,,980g
피자_단호박 피자 (L),빵 및 과자류,피자,100g,243,8.41,,,1280g
피자_단호박 피자 (L),빵 및 과자류,피자,100g,288,5.78,,,935g
피자_단호박 피자 (M),빵 및 과자류,피자,100g,212,9.24,,,715g
피자_단호박 피자 (R),빵 및 과자류,피자,100g,242,8.79,,,725g
피자_뉴욕 오리진 피자 슈화 더블 치즈 페퍼로니 엣지 (M),빵 및 과자류,피자,100g,307,15.84,14.97,,797g
피자_뉴욕 오리진 피자 씬 (L),빵 및 과자류,피자,100g,260,13.45,15.43,,788g
피자_뉴욕 오리진 피자 씬 (M),빵 및 과자류,피자,100g,269,14.66,16.16,,419g
피자_뉴욕 오리진 피자 오리지널 (L),빵 및 과자류,피자,100g,251,12.73,13.33,20.04,1154g
피자_뉴욕 오리진 피자 오리지널 (M),빵 및 과자류,피자,100g,250,13.24,11.19,24.06,663g
피자_뉴욕 오리진 피자 치즈버스트 나폴리 (L),빵 및 과자류,피자,100g,270,12.62,17.48,,1185g
피자_뉴욕 오리진 피자 치즈버스트 오리지널 (L),빵 및 과자류,피자,100g,234,12.47,10.94,21.32,1374g
피자_뉴욕 오리진 피자 트리플치즈버스트 엣지 (L),빵 및 과자류,피자,100g,242,12.79,,,1375g
피자_뉴욕 핫도그씬 핫도그엣지 (L),빵 및 과자류,피자,100g,290,12.25,,,604g
피자_뉴욕 핫도그핫도그엣지 (L),빵 및 과자류,피자,100g,249,10.25,,,966g
피자_뉴욕 핫도그핫도그엣지 (M),빵 및 과자류,피자,100g,260,10.92,,,588g
피자_뉴욕베이컨체더 피자 (L),빵 및 과자류,피자,100g,247,5.94,,,995g
피자_뉴욕소세지 피자 오리지널 (M),빵 및 과자류,피자,100g,287,13.4,14.14,28.4,580g
피자_뉴욕스테이크 피자 (L),빵 및 과자류,피자,100g,164,9.96,,,1170g
피자_뉴욕오리진 오리지널 트리플치즈버스트엣지 (L),빵 및 과자류,피자,100g,253,13.33,,,1297g
피자_뉴욕페퍼로니 피자,빵 및 과자류,피자,100g,290,14.69,11.24,36.18,751g
피자_뉴욕핫독 피자 (L),빵 및 과자류,피자,100g,249,13.29,,,1140g
피자_뉴욕핫독 피자 (R),빵 및 과자류,피자,100g,250,13.04,,,830g
피자_뉴그릴드치킨치즈크러스트(L),빵 및 과자류,피자,100g,218,13.5,,,1020g
피자_뉴그릴드치킨치즈크러스트(R),빵 및 과자류,피자,100g,217,13.48,,,620.7
피자_뉴그릴드치킨팬(L),빵 및 과자류,피자,100g,223,13.29,,,925g
피자_뉴그릴드치킨팬(R),빵 및 과자류,피자,100g,223,13.23,,,552.8
피자_뉴그릴드치킨흑미스크린(L),빵 및 과자류,피자,100g,214,13.16,,,863.2
피자_뉴그릴드치킨흑미스크린(R),빵 및 과자류,피자,100g,208,13.29,,,480.6
피자_뉴그릴드치킨흑미치즈크러스트(L),빵 및 과자류,피자,100g,209,13.39,,,958.2
피자_뉴그릴드치킨흑미치즈크러스트(R),빵 및 과자류,피자,100g,203,13.57,,,548.4
피자_뉴욕 오리진 피자 나폴리 (L),빵 및 과자류,피자,100g,249,11.6,12.74,21.97,945g
피자_뉴욕 오리진 피자 나폴리 (M),빵 및 과자류,피자,100g,244,12.87,11.91,21.31,553g
피자_뉴욕 오리진 피자 더블치즈 엣지 (L),빵 및 과자류,피자,100g,245,12.94,11.94,21.38,1342g
피자_뉴욕 오리진 피자 더블치즈 엣지 (M),빵 및 과자류,피자,100g,264,13.84,11.66,25.84,806g
피자_뉴욕 오리진 피자 더블치즈 페퍼로니 엣지 (L),빵 및 과자류,피자,100g,249,13.31,14.96,,1382g
피자_뉴욕 오리진 피자 더블치즈 페퍼로니 엣지 (M),빵 및 과자류,피자,100g,267,14.13,13.38,,826g
피자_뉴욕 오리진 피자 슈퍼시드 화이버 버스트 오리지널 (L),빵 및 과자류,피자,100g,299,14.13,14.18,21.35,1351g
피자_뉴욕 오리진 피자 슈퍼시드 화이버 오리지널 (L),빵 및 과자류,피자,100g,257,11.9,12.87,23.25,1165g
피자_뉴욕 오리진 피자 슈퍼시드 화이버 오리지널 (M),빵 및 과자류,피자,100g,255,12.6,12.55,23.01,661g
피자_뉴욕 오리진 피자 슈화 더블 치즈 페퍼로니 엣지 (L),빵 및 과자류,피자,100g,298,14.56,14.89,20.38,1362g
피자_뉴그릴드치킨 피자 흑미스크린 (L),빵 및 과자류,피자,100g,214,13.89,,,864g
피자_뉴그릴드치킨 피자 흑미스크린 (R),빵 및 과자류,피자,100g,208,12.5,,,480g
피자_뉴그릴드치킨 피자 흑미스크린치즈크러스트 (L),빵 및 과자류,피자,100g,208,13.33,,,960g
피자_뉴그릴드치킨 피자 흑미스크린치즈크러스트 (R),빵 및 과자류,피자,100g,202,13.19,,,546g
피자_뉴그릴드치킨고구마크러스트(L),빵 및 과자류,피자,100g,221,12.16,,,1020g
피자_뉴그릴드치킨고구마크러스트(R),빵 및 과자류,피자,100g,221,12.1,,,609.8
피자_뉴그릴드치킨밀스크린(L),빵 및 과자류,피자,100g,227,13.24,,,889.6
피자_뉴그릴드치킨밀스크린(R),빵 및 과자류,피자,100g,220,13.36,,,493.8
피자_뉴그릴드치킨밀스크린치즈크러스트(L),빵 및 과자류,피자,100g,221,13.46,,,984.6
피자_뉴그릴드치킨밀스크린치즈크러스트(R),빵 및 과자류,피자,100g,213,13.62,,,561.6
피자_뉴그릴드치킨백미스크린(L),빵 및 과자류,피자,100g,220,13.25,,,858.8
피자_뉴그릴드치킨백미스크린(R),빵 및 과자류,피자,100g,213,13.37,,,478.4
피자_뉴그릴드치킨백미치즈크러스트(L),빵 및 과자류,피자,100g,214,13.47,,,953.8
피자_뉴그릴드치킨백미치즈크러스트(R),빵 및 과자류,피자,100g,207,13.64,,,546.2
피자_뉴그릴드치킨씬(L),빵 및 과자류,피자,100g,222,14.14,,,660g
피자_뉴그릴드치킨씬(R),빵 및 과자류,피자,100g,221,14.06,,,393g
피자_뉴그릴드치킨체다크림크러스트(L),빵 및 과자류,피자,100g,223,12.63,,,1025g
피자_뉴그릴드치킨체다크림크러스트(R),빵 및 과자류,피자,100g,223,12.57,,,612.8
피자_뉴그릴드치킨 피자 밀스크린고구마크러스트 (L),빵 및 과자류,피자,100g,224,12.2,,,984g
피자_뉴그릴드치킨 피자 밀스크린고구마크러스트 (R),빵 및 과자류,피자,100g,216,11.96,,,552g
피자_뉴그릴드치킨 피자 밀스크린체다크림크러스트 (L),빵 및 과자류,피자,100g,225,12.9,,,992g
피자_뉴그릴드치킨 피자 밀스크린체다크림크러스트 (R),빵 및 과자류,피자,100g,220,13.04,,,552g
피자_뉴그릴드치킨 피자 밀스크린치즈크러스트 (L),빵 및 과자류,피자,100g,220,13.01,,,984g
피자_뉴그릴드치킨 피자 밀스크린치즈크러스트 (R),빵 및 과자류,피자,100g,213,12.77,,,564g
피자_뉴그릴드치킨 피자 백미스크린 (L),빵 및 과자류,피자,100g,221,13.08,,,856g
피자_뉴그릴드치킨 피자 백미스크린 (R),빵 및 과자류,피자,100g,213,12.5,,,480g
피자_뉴그릴드치킨 피자 백미스크린치즈크러스트 (L),빵 및 과자류,피자,100g,213,12.5,,,960g
피자_뉴그릴드치킨 피자 백미스크린치즈크러스트 (R),빵 및 과자류,피자,100g,207,13.19,,,546g
피자_뉴그릴드치킨 피자 씬 (L),빵 및 과자류,피자,100g,238,10.64,,,752g
피자_뉴그릴드치킨 피자 씬 (R),빵 및 과자류,피자,100g,239,9.72,,,432g
피자_뉴그릴드치킨 피자 체다크림크러스트 (L),빵 및 과자류,피자,100g,223,12.5,,,1024g
피자_뉴그릴드치킨 피자 체다크림크러스트 (R),빵 및 과자류,피자,100g,223,12.75,,,612g
피자_뉴그릴드치킨 피자 치즈크러스트 (L),빵 및 과자류,피자,100g,218,13.39,,,1016g
피자_뉴그릴드치킨 피자 치즈크러스트 (R),빵 및 과자류,피자,100g,217,13.59,,,618g
피자_뉴그릴드치킨 피자 팬 (L),빵 및 과자류,피자,100g,222,12.93,,,928g
피자_뉴그릴드치킨 피자 팬 (R),빵 및 과자류,피자,100g,224,13.04,,,552g
케이크_초코생크림 케이크 2호,빵 및 과자류,케이크,100g,294,4.45,,,786g
피자_놀부단호박 피자 골드스윗 (L),빵 및 과자류,피자,100g,257,13.19,,,1150g
피자_놀부단호박 피자 골드스윗 (R),빵 및 과자류,피자,100g,256,12.38,,,839g
피자_놀부단호박 피자 리코타링 (L),빵 및 과자류,피자,100g,256,13.53,,,1060g
피자_놀부단호박 피자 리코타링 (R),빵 및 과자류,피자,100g,257,13.4,,,774g
피자_놀부단호박 피자 석쇠 (L),빵 및 과자류,피자,100g,250,13.33,,,960g
피자_놀부단호박 피자 석쇠 (R),빵 및 과자류,피자,100g,251,13.22,,,694g
피자_놀부단호박 피자 씬도우 (L),빵 및 과자류,피자,100g,287,13.26,,,723g
피자_놀부단호박 피자 씬도우 (R),빵 및 과자류,피자,100g,269,12.16,,,592g
피자_놀부단호박 피자 치즈링 (L),빵 및 과자류,피자,100g,249,14.07,,,1080g
피자_놀부단호박 피자 치즈링 (R),빵 및 과자류,피자,100g,249,14.07,,,794g
피자_눈꽃열차 피자 (L),빵 및 과자류,피자,100g,279,15.94,,,1240g
피자_눈꽃열차 피자 (R),빵 및 과자류,피자,100g,279,15.93,,,810g
피자_눈꽃치즈 피자 (L),빵 및 과자류,피자,100g,248,8.75,,,1279g
피자_눈꽃치즈스테이크 피자 (L),빵 및 과자류,피자,100g,237,13.53,,,1359g
피자_뉴그릴드치킨 피자 고구마크러스트 (L),빵 및 과자류,피자,100g,220,12.5,,,1024g
피자_뉴그릴드치킨 피자 고구마크러스트 (R),빵 및 과자류,피자,100g,220,11.76,,,612g
피자_뉴그릴드치킨 피자 밀스크린 (L),빵 및 과자류,피자,100g,227,13.51,,,888g
피자_뉴그릴드치킨 피자 밀스크린 (R),빵 및 과자류,피자,100g,221,13.41,,,492g
피자_꿀고구마 피자 바이트 (L),빵 및 과자류,피자,100g,231,9.06,,,1035g
피자_꿀고구마피자,빵 및 과자류,피자,100g,231,8.76,,,870g
피자_꿀고구마피자바이트,빵 및 과자류,피자,100g,231,9.07,,,1035g
피자_꿈을 피자 (L),빵 및 과자류,피자,100g,233,16.44,,,1165g
피자_꿈을 피자 (R),빵 및 과자류,피자,100g,250,16.28,,,690g
피자_꿈을피자 (L),빵 및 과자류,피자,100g,237,15.99,,,942g
피자_꿈을피자 (R),빵 및 과자류,피자,100g,252,15.63,,,564g
피자_꿈을피자 (XL),빵 및 과자류,피자,100g,260,16.13,,,1165g
피자_나이스투미트유 피자 (L),빵 및 과자류,피자,100g,270,15.97,,,1145g
피자_나폴리 피자,빵 및 과자류,피자,100g,241,12.35,8.24,29.7,761g
피자_나폴리로제피자 (L),빵 및 과자류,피자,100g,235,12.03,,,915g
피자_나폴리로제피자 (R),빵 및 과자류,피자,100g,238,13.29,,,465g
피자_나폴리로제피자 (XL),빵 및 과자류,피자,100g,235,12.04,,,1097g
피자_나폴리슈림프 피자,빵 및 과자류,피자,100g,214,10.78,,,288g
피자_나폴리피자,빵 및 과자류,피자,100g,246,11.7,,,761g
피자_날개 피자 (L),빵 및 과자류,피자,100g,268,12.68,,,1136g
피자_날밤새우게 피자 (L),빵 및 과자류,피자,100g,218,13.67,,,1110g
피자_날밤새우게 피자 (R),빵 및 과자류,피자,100g,218,13.79,,,870g
피자_넌필수있어 피자 (L),빵 및 과자류,피자,100g,293,10.79,,,737g
케이크_초코바스크치즈 케이크,빵 및 과자류,케이크,100g,363,5.26,,,38g
피자_깐쇼불갈비 피자 씬도우 (R),빵 및 과자류,피자,100g,264,11.11,,,646g
피자_깐쇼불갈비 피자 씬바샤삭 (L),빵 및 과자류,피자,100g,288,12.17,,,757g
피자_깐쇼불갈비 피자 씬바샤삭 (R),빵 및 과자류,피자,100g,264,11.11,,,646g
피자_깐쇼불갈비 피자 치즈링 (L),빵 및 과자류,피자,100g,253,13.56,,,944g
피자_깐쇼불갈비 피자 치즈링 (R),빵 및 과자류,피자,100g,252,14.2,,,677g
피자_깐쇼새우 피자,빵 및 과자류,피자,100g,305,13.89,8.8,42.59,864g
피자_깐쇼새우피자,빵 및 과자류,피자,100g,253,11.98,,,785g
피자_꽃 피자 (L),빵 및 과자류,피자,100g,283,15.57,,,850g
피자_꽃길만 감자 피자,빵 및 과자류,피자,100g,198,8.89,6.87,25.27,927g
